"team_id","totalfgm","totalfga","totalfgm3","totalfga3","totalftm","totalfta","totalor","totaldr","totalast","totalto","totalstl","totalblk","totalpf","totalwins","totallosses","totalpt","totalptagainst","fgPer","fg3Per","ftPer","wlRat","ptRat"
1101,427,1053,140,375,332,445,168,427,210,315,121,31,453,2,19,1326,1651,0.405508072174739,0.373333333333333,0.746067415730337,0.105263157894737,0.803149606299213
1102,7171,15656,2567,6983,4053,5795,2196,6743,4616,4040,2177,708,5830,175,165,20962,20488,0.458035258048033,0.367607045682371,0.69939603106126,1.06060606060606,1.02313549394768
1103,9316,20751,2646,7403,5485,8021,4305,8451,5297,4968,2611,1311,7166,247,128,26763,24767,0.448942219652065,0.35742266648656,0.683829946390724,1.9296875,1.08059110913716
1104,9137,20442,2140,6225,5337,7625,4437,8933,4597,4870,2592,1627,6302,218,151,25751,24158,0.446971920555719,0.343775100401606,0.699934426229508,1.44370860927152,1.06594088914645
1105,7070,17886,1728,5620,4692,7179,3818,7372,3635,4994,2421,1368,6349,115,199,20560,22052,0.395281225539528,0.307473309608541,0.653572921019641,0.577889447236181,0.932341737710865
1106,7811,19106,1959,6250,4745,7477,4374,8049,4065,5299,2367,1194,6816,165,186,22326,23023,0.408824453051397,0.31344,0.634612812625384,0.887096774193548,0.969725926247665
1107,8557,19855,2297,6486,4990,6896,4151,8685,4453,5176,2193,929,6614,183,188,24401,24473,0.430974565600604,0.354147394387912,0.72360788863109,0.973404255319149,0.997057982266171
1108,7828,19537,1765,5635,4985,7629,3850,7873,3588,6076,2440,1049,7342,90,261,22406,26107,0.400675641091263,0.313220940550133,0.653427710053742,0.344827586206897,0.858237254376221
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1110,8274,18787,2427,6585,4636,6595,3551,8667,4868,4927,1962,961,6500,206,160,23611,23108,0.440410922446372,0.368564920273349,0.702956785443518,1.2875,1.02176735329756
1111,8615,19472,2395,6792,4939,7159,3981,8141,4397,5114,2441,1268,6441,165,178,24564,24827,0.442430156121611,0.352620730270907,0.689900824137449,0.926966292134832,0.989406694324727
1112,10087,21757,2487,6684,6129,8402,4492,9277,5765,5033,2538,1351,6328,269,111,28790,25821,0.463620903617227,0.372082585278276,0.729469174006189,2.42342342342342,1.1149839278107
1113,8744,19445,2498,7055,5270,7575,3716,8602,5326,4910,2225,1337,6589,193,174,25256,24378,0.449678580611983,0.354075124025514,0.695709570957096,1.10919540229885,1.0360160800722
1114,7810,18398,1885,5435,5599,8073,3916,8000,4125,5061,2113,1032,6972,177,171,23104,23621,0.424502663332971,0.346826126954922,0.693546389198563,1.03508771929825,0.978112696329537
1115,7521,19200,1707,5645,4338,6789,3933,8202,3914,5792,2606,1196,6954,117,235,21087,24157,0.39171875,0.302391496899911,0.6389748121962,0.497872340425532,0.872914683114625
1116,9539,21610,2357,6922,5572,8195,4512,8683,5157,5156,2911,1842,7047,208,165,27007,25493,0.441416011105969,0.340508523548107,0.679926784624771,1.26060606060606,1.05938885184168
1117,8326,19044,2179,6071,5164,7475,3924,8099,4179,4819,2193,994,6439,162,183,23995,24055,0.43719806763285,0.358919453137869,0.690836120401338,0.885245901639344,0.997505716067346
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1119,7172,17243,2137,6133,3948,5627,2948,7390,4182,5127,2114,759,6433,112,223,20429,22376,0.415936901931218,0.3484428501549,0.701617202772348,0.502242152466368,0.912987129066857
1120,8909,20515,2422,7326,4905,7386,4291,8280,4889,5216,2815,1359,6953,172,192,25145,25215,0.434267609066537,0.330603330603331,0.664094232331438,0.895833333333333,0.997223874677771
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1122,8840,19629,2166,6161,5648,8188,3888,8104,4867,5152,2588,1286,6500,189,172,25494,25636,0.45035406796067,0.351566304171401,0.689789936492428,1.09883720930233,0.99446091433921
1123,7701,18453,1811,5461,5117,7505,3994,7831,4030,4763,2041,816,6724,140,208,22330,23199,0.417330515363356,0.331624244643838,0.681812125249833,0.673076923076923,0.962541488857278
1124,8770,19627,2571,7140,5128,7250,4181,8123,4592,4843,2382,1460,6325,192,158,25239,24256,0.44683344372548,0.360084033613445,0.707310344827586,1.21518987341772,1.04052605540897
1125,9790,21007,3353,9113,5383,7626,4055,8799,5936,5424,2953,995,7081,257,113,28316,25533,0.466035131146761,0.367935915724789,0.705874639391555,2.27433628318584,1.10899620099479
1126,7865,18998,1854,5673,4514,6887,3985,7495,3943,5141,2592,919,6926,138,222,22098,23880,0.413990946415412,0.326811210999471,0.655437781327138,0.621621621621622,0.925376884422111
1127,7706,19014,2151,6648,4462,6508,3893,7987,3762,5010,2262,1144,6608,135,219,22025,23684,0.405280319764384,0.3235559566787,0.685617701290719,0.616438356164384,0.929952710690762
1128,2368,5235,808,2154,1629,2309,1113,2376,1355,1513,685,283,2004,67,39,7173,6839,0.452340019102197,0.375116063138347,0.705500216543958,1.71794871794872,1.04883754934932
1129,9275,20717,2550,7217,5134,7302,3944,8559,4967,4942,2321,978,6630,200,161,26234,25479,0.447699956557417,0.353332409588472,0.703095042454122,1.24223602484472,1.02963224616351
1130,9248,20378,2322,6651,5695,8074,4305,8515,5558,4879,2172,1390,6199,213,161,26513,25845,0.453822750024536,0.349120433017591,0.705350507802824,1.32298136645963,1.02584639195202
1131,8402,19810,2586,7441,4713,6727,3967,8611,4598,4756,2407,1143,6674,215,151,24103,23033,0.424129227662797,0.347533933611074,0.700609484168277,1.42384105960265,1.0464550861807
1132,8195,18691,1934,5702,4568,6576,3591,8017,4698,5165,2416,1269,6934,151,202,22892,23811,0.438446311058798,0.339179235356015,0.694647201946472,0.747524752475248,0.961404392927638
1133,8826,20435,2311,6669,5312,7441,3895,8527,4773,5025,2780,1072,7046,176,195,25275,25436,0.431906043552728,0.346528714949768,0.713882542668996,0.902564102564103,0.993670388425853
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1135,7493,17349,2287,6475,4766,6794,2918,7892,4480,4697,2147,1047,5636,143,191,22039,22894,0.431898092109055,0.353204633204633,0.701501324698263,0.74869109947644,0.962653970472613
1136,4078,9611,1212,3695,2132,3109,1699,4018,2295,2485,988,446,3260,55,124,11500,12916,0.424305483300385,0.328010825439783,0.685751045352203,0.443548387096774,0.890368535150201
1137,8237,18806,2230,6192,5082,7128,3447,8835,4711,4907,2121,963,6536,218,147,23786,22650,0.437998511113474,0.360142118863049,0.712962962962963,1.48299319727891,1.05015452538631
1138,8842,20227,2198,6388,5282,7646,4600,8477,4973,5497,2561,1211,7205,186,172,25164,24852,0.437138478271617,0.344082654978084,0.690818728747057,1.08139534883721,1.01255432158378
1139,8408,19059,2779,7865,5129,7174,3509,8039,4530,4052,2167,855,6592,255,112,24724,22472,0.441156409045595,0.35333757151939,0.714942849177586,2.27678571428571,1.1002135991456
1140,9943,21353,2554,6846,5972,8308,4115,9620,5665,4770,2661,1271,7009,265,106,28412,25231,0.465648854961832,0.373064563248612,0.718825228695233,2.5,1.12607506638659
1141,7934,18898,2359,6885,4960,7212,3950,7334,3947,5366,2491,972,7474,128,223,23187,24886,0.419832786538258,0.342628903413217,0.687742651136994,0.573991031390135,0.931728682793538
1142,7920,18871,2368,6953,4440,6353,3765,7714,4113,4406,2107,879,6374,142,201,22648,23605,0.419691590270786,0.340572414784985,0.698882417755391,0.706467661691542,0.959457742003813
1143,9616,20914,2080,5803,5434,7603,3973,8967,5465,4730,1964,1108,6335,224,148,26746,25444,0.459787702017787,0.358435292090298,0.714717874523215,1.51351351351351,1.05117119949693
1144,8417,19332,2070,6083,4953,7275,4041,7728,4889,5408,2514,1040,6821,116,225,23857,25703,0.435392096006621,0.340292618773631,0.680824742268041,0.515555555555556,0.928179589931136
1145,8975,20972,2536,7305,4531,6585,4402,8537,4783,5254,2383,1279,6818,143,220,25017,26087,0.427951554453557,0.34715947980835,0.688078967350038,0.65,0.95898340169433
1146,4925,12039,1208,3761,2928,4542,2499,4776,2340,3151,1383,773,4193,53,157,13986,15804,0.409087133482847,0.321191172560489,0.644649933949802,0.337579617834395,0.88496583143508
1147,5725,13420,1520,4345,3568,5057,2455,4977,3055,3955,1892,632,5322,63,186,16538,18980,0.426602086438152,0.349827387802071,0.705556654142772,0.338709677419355,0.871338250790306
1148,8732,19870,2178,6160,4825,6656,4190,7924,4714,5030,2363,1093,5769,175,180,24467,24570,0.439456467035732,0.353571428571429,0.724909855769231,0.972222222222222,0.995807895807896
1149,7719,18218,2180,6340,3836,5604,3690,7393,3879,4489,2262,911,5903,116,204,21454,22677,0.42370183335163,0.34384858044164,0.684511063526053,0.568627450980392,0.946068703973189
1150,8818,21044,2571,7687,5560,8248,4772,8855,4874,5085,2627,1077,6759,198,166,25767,25451,0.419026800988405,0.334460777936776,0.674102812803104,1.19277108433735,1.01241601508782
1151,8509,19571,2455,7386,5526,8204,4199,8809,4725,5425,2168,810,6283,172,178,24999,25662,0.434775943998774,0.332385594367723,0.673573866406631,0.966292134831461,0.974164133738602
1152,8245,19806,1996,6058,4564,6806,4127,7331,4120,5192,2675,1015,7269,97,247,23050,26170,0.416287993537312,0.329481677121162,0.670584778136938,0.392712550607287,0.880779518532671
1153,9293,21934,2460,7420,5199,7719,5081,8996,5100,4636,2545,1653,6800,241,137,26245,24030,0.423680131303,0.331536388140162,0.673532841041586,1.75912408759124,1.09217644610903
1154,7163,17428,2064,6186,3834,5639,3378,7114,3828,4664,1942,696,5879,81,246,20224,23258,0.411005278861602,0.333656644034918,0.679907785068275,0.329268292682927,0.869550262275346
1155,9340,21060,2291,6785,4785,7353,4821,8354,4914,5218,3065,1783,6572,216,151,25756,23906,0.44349477682811,0.337656595431098,0.650754793961648,1.43046357615894,1.07738643018489
1156,8112,19056,2129,6315,4797,6805,3925,7581,4414,4976,2596,1080,7078,162,189,23150,23713,0.425692695214106,0.337133808392716,0.704922850844967,0.857142857142857,0.976257748914098
1157,8119,18297,1968,5726,4257,6248,3952,7712,4304,4652,2199,876,5899,168,156,22463,22288,0.443733945455539,0.343695424380021,0.681338028169014,1.07692307692308,1.00785175879397
1158,9551,21448,2816,7965,4724,6891,4216,9178,4822,5011,2419,1489,6266,239,133,26642,25339,0.445309585975382,0.353546767106089,0.685531853141779,1.79699248120301,1.05142270807846
1159,7830,18358,2195,6186,4207,6076,3423,8017,4217,5077,1914,894,6344,129,219,22062,23663,0.426517049787559,0.354833494988684,0.692396313364055,0.589041095890411,0.932341630393441
1160,9004,20211,2212,6362,5584,8062,4062,8839,4719,5017,2407,1470,6683,194,170,25804,25496,0.445499975260996,0.347689405847218,0.692632101215579,1.14117647058824,1.0120803263257
1161,8514,18693,1904,5458,5799,8082,3800,8352,4569,5039,2054,1241,6992,172,181,24731,24790,0.455464612421762,0.34884573103701,0.717520415738679,0.950276243093923,0.997620008067769
1162,7114,16849,2073,5821,4335,6050,3294,7535,3978,4773,1940,742,6479,139,189,20636,21372,0.422220903317704,0.356124377254767,0.716528925619835,0.735449735449735,0.965562418117163
1163,10113,22191,2094,5924,6114,8816,5228,10287,5596,5159,2463,2880,6079,274,106,28434,24959,0.455725294038124,0.353477380148548,0.693511796733212,2.58490566037736,1.13922833446853
1164,7918,19695,2161,6470,4858,6913,3942,7681,3752,4954,2503,783,6379,140,219,22855,24585,0.402030972328002,0.334003091190108,0.70273397945899,0.639269406392694,0.929631889363433
1165,7793,17767,2443,6632,4099,5780,3248,7478,4379,4448,2195,986,6119,157,171,22128,22377,0.438622164687342,0.368365500603136,0.70916955017301,0.91812865497076,0.98887250301649
1166,9579,20568,3000,7818,5584,7697,3819,9223,5764,4777,2382,1184,6632,276,106,27742,24699,0.465723453908985,0.383729854182655,0.725477458750162,2.60377358490566,1.12320336855743
1167,4657,11338,1266,3695,2832,4134,2482,4258,2313,2826,1315,542,3899,69,132,13412,14585,0.41074263538543,0.342625169147497,0.685050798258345,0.522727272727273,0.91957490572506
1168,9138,20372,2572,7057,4928,7124,4118,8150,4846,4903,2238,735,6773,174,176,25776,25668,0.448556842725309,0.36446081904492,0.691746209994385,0.988636363636364,1.00420757363254
1169,8628,19840,2001,5887,5838,8159,4309,7953,4625,5643,2850,940,7720,155,196,25095,25592,0.434879032258065,0.339901477832512,0.715528863831352,0.790816326530612,0.980579868708972
1170,7489,18313,1994,5932,4546,6633,3667,6949,3968,4498,2358,851,6592,101,224,21518,23801,0.408944465680118,0.336142953472691,0.685361073420775,0.450892857142857,0.904079660518466
1171,6935,17049,1764,5226,3524,5125,3044,6831,3546,4353,2035,975,6188,81,242,19158,21666,0.406768725438442,0.337543053960964,0.687609756097561,0.334710743801653,0.884242592079756
1172,9058,20289,2920,8084,5153,6966,4121,8847,5100,4795,2041,858,6818,238,112,26189,23928,0.446448814628617,0.361207323107373,0.739735859890899,2.125,1.09449180875961
1173,9101,20562,2490,6925,5309,7714,4601,9026,5230,5135,2030,1075,7188,247,131,26001,24416,0.442612586324288,0.35956678700361,0.68822919367384,1.88549618320611,1.06491644823067
1174,8611,20628,2283,6935,5520,7882,4030,8909,4351,5029,2241,1297,7159,166,206,25025,25902,0.417442311421369,0.329199711607787,0.700329865516366,0.805825242718447,0.966141610686433
1175,7345,17330,2071,6159,4206,5999,3542,6374,3790,4474,2340,1211,5699,160,190,20967,21895,0.423831506058857,0.33625588569573,0.701116852808801,0.842105263157895,0.957615894039735
1176,8079,17816,2636,7054,4661,6406,2770,7577,5087,4634,2292,1191,6728,183,176,23455,23064,0.453468792096991,0.373688687269634,0.727599125819544,1.03977272727273,1.01695282691641
1177,9060,20948,2101,6402,4677,6942,4405,8130,4802,4700,2472,1258,6555,155,210,24898,25759,0.432499522627458,0.328178694158076,0.673725151253241,0.738095238095238,0.966574789393998
1178,8710,19637,1875,5638,5003,7248,4183,8040,4500,4915,2404,1207,6976,170,194,24298,24266,0.443550440494984,0.332564739269244,0.690259381898455,0.876288659793814,1.00131871754719
1179,8279,19112,2522,7087,5448,7610,3641,8120,4494,4811,2439,869,6336,171,190,24528,24839,0.433183340309753,0.355862847467193,0.715900131406045,0.9,0.98747936712428
1180,8301,19827,2058,6086,5109,7516,4216,8845,4613,4569,2200,1391,6922,210,154,23769,22848,0.418671508548948,0.338153138350312,0.679749866950506,1.36363636363636,1.04030987394958
1181,10523,22736,3061,8066,6755,9320,4808,9344,5471,4932,3078,1826,7215,322,68,30862,25774,0.46283427163969,0.379494173072155,0.724785407725322,4.73529411764706,1.19740824086288
1182,9159,20765,2462,7353,5107,7472,4199,8097,5440,5110,2515,1431,6704,148,209,25887,26435,0.441078738261498,0.334829321365429,0.683485010706638,0.708133971291866,0.979269907319841
1183,7720,17791,1716,4918,4336,5984,3533,7481,4407,4668,1905,849,6207,113,220,21492,23189,0.43392726659547,0.348922326148841,0.724598930481283,0.513636363636364,0.926818750269524
1184,8432,18436,2721,7508,4353,6107,3103,6884,4910,4306,2505,788,6257,187,157,23938,23720,0.457366022998481,0.362413425679275,0.712788603242181,1.19108280254777,1.00919055649241
1185,7643,18411,2043,6247,5041,7506,3935,7878,4166,5301,2385,1120,6697,137,215,22370,23758,0.415132257889305,0.32703697774932,0.671596056488143,0.637209302325581,0.941577573869854
1186,8240,18928,2327,6667,4869,6985,3554,7680,4609,4888,2085,1046,6886,137,205,23676,24683,0.435333896872358,0.349032548372581,0.697065139584825,0.668292682926829,0.959202690110602
1187,7327,17549,2160,6356,4771,6989,3664,7525,4185,4553,2030,1074,6130,117,207,21585,22906,0.417516667616388,0.339836375078666,0.682644155100873,0.565217391304348,0.942329520649612
1188,3480,8277,976,2794,1928,2845,1346,3361,1860,2323,850,399,3045,35,118,9864,11622,0.420442189198985,0.349319971367215,0.67768014059754,0.296610169491525,0.84873515745999
1189,8024,18989,2259,6706,4271,6273,3573,7900,4266,4825,2176,895,6418,133,210,22578,24190,0.422560429722471,0.336862511184014,0.68085445560338,0.633333333333333,0.933360892930963
1190,9475,21223,2140,6289,5518,7988,4363,8690,4427,5469,3161,1266,6722,207,155,26608,26079,0.446449606558922,0.340276673557004,0.690786179268903,1.33548387096774,1.02028452011197
1191,8157,18330,2002,5461,5394,7541,3185,8080,5091,4874,1844,818,7023,144,209,23710,24643,0.445008183306056,0.366599523896722,0.71528974937011,0.688995215311005,0.962139349916812
1192,8583,20130,2177,6495,4846,7161,3903,8095,4487,5132,2186,1380,6588,132,223,24189,26202,0.426378539493294,0.33518090839107,0.676721128334032,0.591928251121076,0.923173803526448
1193,8720,20484,2217,6563,5123,7348,4492,8446,4972,5268,2628,1525,7148,197,177,24780,24667,0.425698105838703,0.337802834069785,0.697196516058792,1.11299435028249,1.00458101917542
1194,8702,20104,2267,6444,4771,7081,4156,8039,4505,5009,2304,1272,6928,136,214,24442,25541,0.432849184241942,0.351800124146493,0.673774890552182,0.635514018691589,0.956971144434439
1195,5185,12007,1307,3896,3010,4502,2563,5076,2846,3426,1639,703,4108,94,121,14687,15290,0.431831431664862,0.33547227926078,0.668591737005775,0.776859504132231,0.96056245912361
1196,10456,21820,2982,7940,5451,7799,4455,9502,6005,4956,2743,1396,6241,295,94,29345,24782,0.479193400549954,0.375566750629723,0.698935760994999,3.13829787234043,1.18412557501412
1197,8226,20134,2238,6760,4954,7577,4476,8121,3939,5798,2586,912,7045,141,217,23644,25885,0.408562630376478,0.331065088757396,0.653820773393163,0.649769585253456,0.913424763376473
1198,7710,18282,1810,5618,4838,7303,3919,7694,3792,5458,2393,1037,6833,113,229,22068,24128,0.421726288152281,0.322178711285155,0.662467479118171,0.493449781659389,0.914622015915119
1199,9282,20605,2412,6801,5487,7766,4188,8891,4731,5810,2994,1736,7007,229,147,26463,24845,0.450473186119874,0.35465372739303,0.706541334020088,1.5578231292517,1.06512376735762
1200,8026,19860,2220,6912,4362,6667,4297,7797,4313,5041,2215,1363,6604,105,245,22634,25375,0.404128902316214,0.321180555555556,0.654267286635668,0.428571428571429,0.891980295566502
1201,8508,20176,2604,7654,4918,7195,3904,8623,4778,4735,2409,1442,6420,172,189,24538,24501,0.421689135606661,0.340214267049909,0.683530229325921,0.91005291005291,1.00151014244317
1202,7569,17786,2241,6503,4434,6256,3457,7535,4100,4815,1988,1011,6050,129,205,21813,23161,0.425559428764197,0.344610179916961,0.708759590792839,0.629268292682927,0.941798713354346
1203,8858,19855,1899,5515,5172,7716,4547,8267,4897,5116,2697,1423,6619,200,154,24787,23836,0.446134474943339,0.344333635539438,0.670295489891135,1.2987012987013,1.03989763383118
1204,8679,19910,2104,6089,4671,6950,4083,7696,4396,5175,2718,1064,6953,147,196,24133,25127,0.435911602209945,0.345541139760223,0.672086330935252,0.75,0.960440959923588
1205,8379,19947,2423,7283,4230,6161,4132,8122,4737,5254,2397,899,6566,134,211,23411,24732,0.420063167393593,0.332692571742414,0.686576854406752,0.635071090047393,0.946587417111435
1206,9198,20321,2112,6087,5202,7632,4137,8930,4879,4968,2533,1233,6525,235,139,25710,23935,0.452635204960386,0.346968950221784,0.681603773584906,1.69064748201439,1.07415918111552
1207,8957,19295,2279,6418,5109,7216,3925,8516,5313,4952,2599,1652,6614,243,123,25302,22822,0.46421352682042,0.355095045185416,0.708009977827051,1.97560975609756,1.10866707562878
1208,8754,20336,2193,6392,5067,7444,4531,8716,4699,5246,2568,1513,6523,187,180,24768,24645,0.430468135326515,0.343085106382979,0.680682428801719,1.03888888888889,1.0049908703591
1209,8571,19752,2231,6398,4566,6714,4002,8002,4398,4760,2556,1401,6428,162,196,23939,24132,0.433930741190765,0.348702719599875,0.680071492403932,0.826530612244898,0.992002320570197
1210,9650,21570,2187,6394,5030,7494,4638,9154,5253,5591,2899,1684,7252,191,180,26517,25250,0.447380621233194,0.342039411948702,0.671203629570323,1.06111111111111,1.05017821782178
1211,10109,20721,2357,6203,6423,8820,4160,9846,5564,4877,2565,1387,6530,305,68,28998,24591,0.487862554895999,0.379977430275673,0.728231292517007,4.48529411764706,1.17921190679517
1212,7246,18168,1796,5568,3917,6057,3617,7582,3700,5181,1867,892,6439,91,232,20205,23827,0.398833113166006,0.322557471264368,0.64668978041935,0.392241379310345,0.847987577118395
1213,566,1343,179,520,521,701,245,655,320,329,96,75,529,12,14,1832,1908,0.42144452717796,0.344230769230769,0.743223965763195,0.857142857142857,0.960167714884696
1214,8484,20412,2049,6694,5521,8523,4723,8841,4368,6070,2923,1508,7541,194,176,24538,24182,0.415637860082305,0.306095010457126,0.64777660448199,1.10227272727273,1.01472169382185
1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
1216,8093,19530,2587,7894,4134,6245,3673,7865,4376,5129,2579,775,7176,146,218,22907,24556,0.414388120839734,0.327717253610337,0.661969575660528,0.669724770642202,0.932847369278384
1217,7811,17482,1998,5723,5262,7140,3423,7594,4348,5033,2382,1245,5825,182,149,22882,22547,0.44680242535179,0.349117595666608,0.736974789915966,1.22147651006711,1.01485785248592
1218,8856,19739,1908,5712,5194,7480,4233,8164,5224,5111,2104,1300,6455,185,168,24814,24410,0.448654947059122,0.334033613445378,0.694385026737968,1.10119047619048,1.01655059401884
1219,8350,18998,2060,5910,4385,6480,3952,7712,4464,4980,2280,1117,6447,149,185,23145,23742,0.439519949468365,0.348561759729272,0.676697530864197,0.805405405405405,0.97485468789487
1220,8779,20740,2225,6543,5235,7748,4748,8698,4441,5189,2424,1489,7065,184,183,25018,25262,0.423288331726133,0.340058077334556,0.675658234383067,1.00546448087432,0.990341223972765
1221,8331,19207,2041,5876,5057,7258,4209,8390,4892,5137,2651,1410,6628,203,160,23760,22676,0.433748112667257,0.347345132743363,0.696748415541471,1.26875,1.04780384547539
